"id","sex","height"
8373563,"MALE",179
5721550,"MALE",203
7618284,"MALE",180
2475882,"FEMALE",164
4112843,"FEMALE",158
9339810,"FEMALE",147
2287705,"MALE",169
9168214,"MALE",151
7524818,"MALE",160
5625464,"FEMALE",161
7640298,"MALE",179
2254813,"FEMALE",175
3508137,"FEMALE",162
2355076,"MALE",175
8069149,"FEMALE",152
1804461,"MALE",168
8275413,"MALE",188
9785672,"MALE",189
6201576,"MALE",168
5454665,"FEMALE",159
2950885,"FEMALE",177
6034208,"MALE",178
3851747,"FEMALE",175
1089075,"MALE",182
2545911,"FEMALE",181
8649866,"FEMALE",179
1614631,"MALE",179
6676784,"MALE",182
8312763,"MALE",173
1271256,"FEMALE",167
9132753,"MALE",174
1825842,"MALE",173
1206396,"MALE",171
7826378,"FEMALE",148
7143467,"MALE",174
8067952,"FEMALE",166
1726011,"MALE",166
3136931,"MALE",164
8842974,"MALE",172
7606111,"FEMALE",153
9692435,"FEMALE",164
7329969,"MALE",174
6118851,"FEMALE",171
2310953,"FEMALE",176
5634758,"MALE",176
3608816,"FEMALE",168
7675694,"MALE",188
5550904,"FEMALE",165
2243472,"MALE",174
3279543,"MALE",177
6590003,"FEMALE",170
6461628,"MALE",179
2119259,"MALE",182
6004501,"MALE",171
9645799,"MALE",166
9527714,"MALE",183
5659942,"MALE",165
6541972,"FEMALE",158
7698167,"FEMALE",163
4689206,"FEMALE",164
1226074,"MALE",190
7102974,"MALE",150
3714320,"FEMALE",172
6639820,"FEMALE",159
9583344,"MALE",154
6539961,"MALE",171
9227822,"FEMALE",175
7421362,"MALE",165
8609817,"MALE",165
9958835,"MALE",155
8253786,"FEMALE",169
4636500,"FEMALE",165
1404560,"MALE",187
7306838,"MALE",178
2885642,"FEMALE",166
1005176,"MALE",174
3841972,"MALE",185
2293665,"MALE",175
2444962,"MALE",168
2047213,"FEMALE",160
8748834,"FEMALE",157
8669247,"MALE",180
8585602,"FEMALE",167
3123145,"MALE",174
2591236,"FEMALE",165
2425731,"FEMALE",162
4519369,"MALE",183
6093052,"FEMALE",171
8255967,"FEMALE",152
4034108,"MALE",163
7062917,"MALE",181
2607711,"FEMALE",169
3361320,"MALE",180
3548446,"FEMALE",161
6470045,"MALE",172
9688325,"FEMALE",162
4169354,"FEMALE",158
4278149,"FEMALE",173
4748729,"MALE",188
9146295,"MALE",176
9036223,"FEMALE",173
5625213,"MALE",159
5212964,"MALE",179
5013474,"FEMALE",163
6543220,"MALE",181
8139313,"FEMALE",175
2878195,"FEMALE",179
7251251,"FEMALE",161
7755612,"FEMALE",168
5109666,"MALE",179
1003018,"MALE",189
2639656,"FEMALE",160
6366354,"FEMALE",148
7815707,"FEMALE",177
2718394,"MALE",163
2276111,"MALE",179
1701988,"MALE",178
6690188,"FEMALE",168
5520682,"FEMALE",163
1266774,"MALE",171
3655467,"MALE",172
7186337,"MALE",177
5901603,"MALE",166
5609287,"FEMALE",159
1956821,"FEMALE",167
8758558,"FEMALE",160
8216990,"MALE",174
3042929,"MALE",177
8586384,"FEMALE",169
8331835,"MALE",176
9740728,"MALE",175
3032268,"MALE",175
3057007,"FEMALE",168
8781827,"MALE",162
9943112,"FEMALE",167
2533429,"MALE",179
9070780,"MALE",167
2518938,"FEMALE",149
2160917,"MALE",190
7859597,"FEMALE",169
7754337,"FEMALE",160
7268725,"FEMALE",166
7720568,"FEMALE",161
6905273,"MALE",185
6905065,"MALE",169
2307065,"FEMALE",183
5735471,"MALE",175
2405984,"MALE",196
6998054,"FEMALE",154
1972737,"FEMALE",171
1678797,"FEMALE",173
4290257,"MALE",164
5316106,"MALE",185
9037417,"MALE",179
1077376,"FEMALE",170
2278292,"MALE",167
2080161,"FEMALE",152
6617590,"FEMALE",166
4240591,"MALE",174
4217739,"FEMALE",174
7064593,"FEMALE",170
3265268,"FEMALE",153
1127960,"MALE",175
1986004,"FEMALE",151
6034359,"MALE",169
7645659,"MALE",179
9714447,"FEMALE",173
8784989,"FEMALE",159
9399269,"FEMALE",161
8404078,"FEMALE",163
8527315,"MALE",164
8210125,"FEMALE",159
5460824,"FEMALE",150
9598409,"MALE",165
4645546,"MALE",180
4394560,"FEMALE",175
9376397,"MALE",181
7960627,"MALE",181
3050060,"FEMALE",165
3303458,"MALE",167
7541076,"MALE",187
9005280,"MALE",173
3460679,"FEMALE",176
7792554,"FEMALE",155
1736677,"MALE",171
8969318,"FEMALE",176
7285903,"FEMALE",164
6010065,"FEMALE",159
2872809,"MALE",175
9974212,"MALE",202
9745879,"MALE",195
1572819,"MALE",170
3461501,"MALE",169
4499320,"MALE",186
4589064,"FEMALE",152
8472475,"MALE",172
8199752,"MALE",177
5293210,"FEMALE",169
3523056,"FEMALE",155
2803474,"FEMALE",152
8437268,"MALE",187
7264628,"MALE",168
2439029,"MALE",183
2095507,"FEMALE",151
6053423,"MALE",163
9786365,"MALE",179
2727309,"MALE",167
2083413,"MALE",183
4575145,"MALE",165
9831961,"MALE",198
3450355,"FEMALE",161
1871019,"FEMALE",159
2881101,"FEMALE",159
1996286,"MALE",178
8094069,"FEMALE",174
2693554,"FEMALE",132
1815629,"MALE",162
9571155,"MALE",162
5817185,"FEMALE",169
6644918,"FEMALE",161
2144343,"MALE",172
5909689,"FEMALE",173
2351491,"MALE",179
7950448,"MALE",174
9664324,"MALE",161
4063681,"MALE",174
3101854,"FEMALE",161
7499004,"FEMALE",161
1829546,"MALE",165
8644307,"FEMALE",140
1333676,"FEMALE",162
5830134,"MALE",172
9106540,"FEMALE",173
4456848,"FEMALE",169
7322117,"FEMALE",169
4802036,"FEMALE",181
9975304,"MALE",166
1605332,"MALE",171
4312656,"MALE",182
9157063,"MALE",186
4445786,"MALE",168
3298792,"FEMALE",164
3837506,"FEMALE",163
1351331,"FEMALE",171
2979318,"MALE",183
2525137,"MALE",183
3491562,"FEMALE",156
5523956,"MALE",181
5703565,"FEMALE",163
7800356,"FEMALE",161
9418296,"FEMALE",173
7904721,"FEMALE",169
9873694,"FEMALE",163
9714700,"MALE",181
4634142,"FEMALE",172
8537702,"MALE",181
1082976,"FEMALE",157
1548001,"FEMALE",156
7833921,"MALE",176
4641756,"MALE",185
3868715,"FEMALE",160
9703863,"MALE",173
5637775,"MALE",167
2937589,"FEMALE",160
2800812,"FEMALE",148
7941940,"MALE",165
7637942,"FEMALE",155
3864256,"MALE",185
3877656,"FEMALE",153
8658902,"FEMALE",158
7100228,"MALE",182
2651255,"FEMALE",166
3790903,"MALE",179
1149816,"MALE",169
8256365,"MALE",180
1492554,"MALE",173
4078221,"FEMALE",160
1809103,"MALE",153
9763698,"MALE",176
1805369,"MALE",173
2379765,"MALE",167
6554290,"FEMALE",174
5367596,"MALE",178
9383405,"FEMALE",152
5116240,"MALE",184
9945001,"MALE",145
8793535,"MALE",179
7416682,"FEMALE",150
7785813,"FEMALE",154
5467311,"MALE",180
3583138,"MALE",161
9201660,"MALE",180
1090237,"MALE",172
6613313,"FEMALE",159
9970873,"FEMALE",159
5534091,"MALE",166
7661719,"FEMALE",179
6241652,"FEMALE",163
6840046,"FEMALE",163
4317569,"FEMALE",170
4177209,"FEMALE",150
8125917,"FEMALE",172
3201013,"FEMALE",187
3830335,"FEMALE",163
2714243,"MALE",140
6893324,"MALE",157
8922986,"FEMALE",160
3192723,"MALE",169
5618704,"FEMALE",158
6100966,"MALE",172
1622398,"MALE",176
7358571,"FEMALE",158
1340109,"FEMALE",175
5904003,"MALE",160
7999014,"MALE",174
8199072,"MALE",180
1301162,"MALE",170
1593001,"MALE",178
8041458,"FEMALE",152
9788237,"FEMALE",161
1820421,"MALE",186
7776106,"FEMALE",164
7534312,"MALE",180
2469537,"FEMALE",162
3568771,"FEMALE",151
5646140,"MALE",187
8938843,"MALE",158
9906098,"MALE",179
9979029,"MALE",168
6745193,"MALE",168
4326835,"MALE",192
7390460,"FEMALE",152
1335217,"MALE",164
3049076,"MALE",197
2522889,"FEMALE",158
6524907,"MALE",188
6380041,"FEMALE",145
1035012,"FEMALE",162
1043725,"FEMALE",163
3401137,"MALE",174
3614296,"MALE",183
6762376,"FEMALE",161
4439316,"FEMALE",170
6170925,"MALE",188
2973571,"MALE",177
4738350,"FEMALE",157
6956992,"FEMALE",157
9319410,"MALE",168
7405727,"MALE",178
9272793,"MALE",152
9333457,"MALE",165
8743770,"MALE",178
3190776,"MALE",172
9325190,"FEMALE",159
8336949,"MALE",159
3278697,"MALE",162
2406139,"FEMALE",160
8392908,"MALE",172
8102021,"MALE",165
9393557,"MALE",180
1151166,"MALE",181
7217062,"FEMALE",183
3906109,"FEMALE",140
8650700,"MALE",183
8068528,"MALE",170
3991304,"MALE",198
2552938,"FEMALE",155
5892427,"MALE",164
6179993,"FEMALE",175
5197683,"MALE",175
2229556,"FEMALE",173
8141889,"MALE",173
1641149,"MALE",193
1989450,"FEMALE",155
5253401,"FEMALE",178
5388145,"FEMALE",172
1408654,"MALE",186
1027752,"FEMALE",160
5106573,"FEMALE",162
2942089,"MALE",182
1109391,"MALE",172
8165573,"MALE",168
2349867,"MALE",180
5823695,"FEMALE",159
8889918,"MALE",172
8829225,"MALE",183
6937455,"FEMALE",165
2212120,"FEMALE",173
3954360,"MALE",182
3122309,"MALE",175
5210864,"MALE",178
1090745,"FEMALE",156
5323037,"FEMALE",189
7596800,"MALE",164
6004697,"MALE",177
2384083,"MALE",184
7503148,"FEMALE",165
1182120,"FEMALE",159
6348399,"FEMALE",181
9113359,"FEMALE",165
5615519,"FEMALE",164
5079219,"MALE",156
6888554,"FEMALE",186
9825178,"MALE",188
7530068,"FEMALE",161
4150780,"MALE",173
1042892,"MALE",169
2890587,"MALE",182
4297730,"FEMALE",171
8609082,"FEMALE",151
3866251,"FEMALE",175
1387578,"MALE",197
2451706,"MALE",165
9355039,"MALE",169
9514928,"MALE",186
9249884,"MALE",173
9772304,"FEMALE",169
3584895,"FEMALE",158
7917693,"FEMALE",177
3275772,"MALE",186
4166094,"MALE",173
8775897,"FEMALE",165
3189764,"FEMALE",164
9640338,"FEMALE",160
4959610,"FEMALE",152
2112805,"FEMALE",166
5007234,"MALE",171
4856940,"MALE",180
2144683,"FEMALE",180
2889886,"MALE",183
5751908,"FEMALE",145
6416662,"FEMALE",160
4406304,"MALE",195
7479799,"MALE",172
7306586,"MALE",183
2395867,"MALE",163
8559719,"MALE",159
4927647,"FEMALE",169
7269582,"FEMALE",170
8421586,"FEMALE",170
2380972,"FEMALE",140
8978377,"FEMALE",176
7089376,"MALE",191
8861474,"MALE",172
4338450,"MALE",192
9352164,"MALE",175
2221999,"MALE",179
2919325,"MALE",170
2771588,"FEMALE",161
4282219,"MALE",172
5983877,"FEMALE",162
1732662,"MALE",164
3945449,"FEMALE",165
6694022,"MALE",170
4089475,"FEMALE",178
3486485,"MALE",182
7814345,"FEMALE",167
5293061,"MALE",177
1557686,"MALE",168
6243438,"FEMALE",186
8211349,"MALE",153
1162138,"MALE",184
8374979,"MALE",175
7883079,"FEMALE",170
3847932,"FEMALE",157
8681788,"MALE",188
6182820,"MALE",178
1729226,"MALE",180
5587595,"MALE",167
2093886,"FEMALE",151
2089652,"FEMALE",152
6167851,"FEMALE",171
5935891,"FEMALE",151
4358467,"FEMALE",146
1897674,"MALE",183
9402785,"FEMALE",181
8585380,"FEMALE",148
8141532,"MALE",182
6761773,"FEMALE",167
2894194,"FEMALE",167
5084393,"FEMALE",164
9998305,"MALE",173
3549985,"MALE",164
7282262,"FEMALE",156
2269908,"FEMALE",171
8502199,"MALE",172
5234625,"MALE",194
5031218,"MALE",191
6995609,"MALE",187
2944368,"FEMALE",157
2148002,"FEMALE",140
1998785,"FEMALE",169
1004040,"FEMALE",162
8871813,"MALE",177
6503227,"MALE",162
2624794,"FEMALE",168
3755188,"MALE",171
1125748,"MALE",167
3527545,"FEMALE",171
2911074,"FEMALE",177
4987100,"MALE",184
6370254,"MALE",164
9063686,"FEMALE",169
3783428,"MALE",180
7063537,"MALE",165
4588919,"FEMALE",151
4586436,"MALE",174
4142546,"MALE",166
8326051,"MALE",183
9728118,"MALE",171
5571027,"MALE",173
9309985,"FEMALE",153
2557821,"FEMALE",150
8651532,"MALE",170
2112092,"MALE",176
9924056,"MALE",165
1834757,"MALE",183
8663580,"FEMALE",155
9818310,"FEMALE",171
3161333,"MALE",184
1701966,"FEMALE",162
3241566,"FEMALE",146
2354819,"FEMALE",180
2742741,"MALE",180
1958598,"FEMALE",164
8804705,"FEMALE",160
9682263,"MALE",167
2428420,"FEMALE",165
9601240,"FEMALE",143
9565747,"FEMALE",168
4240692,"MALE",170
9466752,"MALE",188
5564372,"FEMALE",153
2886369,"FEMALE",155
2507927,"FEMALE",166
8263435,"MALE",171
7917590,"MALE",171
6862415,"FEMALE",163
4123086,"FEMALE",159
7406460,"MALE",167
6870643,"FEMALE",160
4053917,"FEMALE",168
3848852,"MALE",184
5930000,"FEMALE",184
9668411,"MALE",162
9918869,"MALE",182
4171856,"MALE",183
7062338,"MALE",165
2183708,"FEMALE",145
8784882,"FEMALE",182
9675073,"MALE",167
9583400,"FEMALE",165
3466103,"MALE",172
3970687,"FEMALE",172
9094834,"FEMALE",161
1628052,"MALE",197
7631183,"FEMALE",166
4601689,"MALE",168
6154097,"FEMALE",171
9459085,"MALE",183
9084603,"FEMALE",155
8411668,"MALE",190
2702201,"MALE",197
6208545,"FEMALE",164
6112374,"FEMALE",161
9996192,"MALE",180
5722133,"MALE",167
1456078,"MALE",173
9177650,"FEMALE",171
8266427,"MALE",175
4357947,"FEMALE",172
5404541,"MALE",187
7756841,"FEMALE",145
8178941,"MALE",163
8685201,"MALE",173
2043960,"MALE",180
5393251,"MALE",164
6710262,"FEMALE",140
8612795,"MALE",177
3612552,"MALE",167
2927631,"MALE",189
5805251,"FEMALE",175
7045141,"FEMALE",164
7140111,"FEMALE",158
6063986,"FEMALE",177
7637185,"FEMALE",162
7183337,"MALE",183
8924553,"FEMALE",162
3775144,"FEMALE",185
8923329,"MALE",181
8750197,"MALE",173
2790197,"FEMALE",175
5698063,"FEMALE",170
3706392,"MALE",170
1871815,"FEMALE",172
3738638,"FEMALE",168
9347674,"MALE",177
3552252,"FEMALE",163
2576648,"MALE",168
2958853,"MALE",180
5344166,"FEMALE",181
8059019,"MALE",172
8235090,"FEMALE",162
7548476,"FEMALE",193
3695055,"FEMALE",172
4251482,"FEMALE",168
2241215,"FEMALE",158
5217962,"MALE",163
8576456,"FEMALE",174
8426781,"MALE",173
8469122,"FEMALE",152
2190377,"FEMALE",162
9202995,"MALE",173
5940605,"FEMALE",174
9727010,"MALE",180
1115083,"MALE",168
3885258,"FEMALE",179
4131439,"FEMALE",171
6858922,"MALE",195
9127185,"FEMALE",154
9704653,"FEMALE",168
4253514,"MALE",171
7055103,"MALE",178
4114395,"MALE",156
2424948,"MALE",197
7790881,"MALE",161
6707723,"MALE",171
3225588,"MALE",186
2539365,"MALE",170
6947115,"MALE",169
4603068,"MALE",187
1901921,"FEMALE",176
8543273,"FEMALE",165
1334116,"FEMALE",167
6612561,"MALE",173
6693067,"FEMALE",169
4005700,"MALE",174
1980758,"FEMALE",178
9684298,"MALE",167
6903081,"MALE",181
1713966,"MALE",179
1662937,"MALE",179
5069359,"MALE",172
2918957,"MALE",196
3433599,"FEMALE",150
3766256,"MALE",166
5662967,"FEMALE",173
9576155,"MALE",173
9652983,"FEMALE",165
5121166,"MALE",186
1531408,"MALE",172
7103967,"MALE",172
2966393,"FEMALE",188
7159688,"MALE",178
8098571,"MALE",164
4082401,"FEMALE",163
6736781,"FEMALE",156
6123487,"MALE",183
9123160,"MALE",181
4173271,"MALE",155
5121784,"FEMALE",177
4520009,"FEMALE",158
4478317,"FEMALE",179
7597500,"MALE",168
1603242,"FEMALE",161
8672042,"MALE",176
9062415,"FEMALE",165
7968202,"FEMALE",149
6267760,"FEMALE",161
8445257,"FEMALE",169
2889343,"MALE",174
3644149,"MALE",146
5695615,"MALE",201
9569143,"MALE",167
5673440,"FEMALE",176
9014658,"FEMALE",169
2461074,"MALE",176
4919286,"FEMALE",172
7682826,"FEMALE",153
2478926,"FEMALE",174
3557788,"MALE",164
8179241,"MALE",162
2961582,"MALE",183
5511612,"MALE",160
5063521,"FEMALE",156
2116931,"FEMALE",161
3550862,"FEMALE",150
1186127,"FEMALE",165
8694209,"MALE",157
3292131,"MALE",174
4689675,"MALE",173
5945051,"MALE",171
6068334,"MALE",184
2345074,"MALE",182
2336211,"FEMALE",171
3362077,"FEMALE",158
7013564,"FEMALE",156
2045258,"MALE",182
5634190,"MALE",180
5568293,"MALE",182
6524594,"MALE",186
1345290,"MALE",182
7168633,"MALE",175
9656113,"FEMALE",176
7061365,"FEMALE",161
4057857,"FEMALE",157
7970211,"MALE",174
4726860,"FEMALE",163
2023277,"FEMALE",174
5940623,"MALE",187
5604426,"MALE",179
6123885,"MALE",165
7504699,"MALE",164
4989002,"FEMALE",158
6391049,"FEMALE",154
1122709,"MALE",185
3648810,"MALE",176
2577405,"FEMALE",152
4083169,"MALE",176
6200821,"FEMALE",165
6268098,"MALE",160
7254316,"MALE",190
1695956,"MALE",171
4827644,"FEMALE",184
5497188,"FEMALE",146
4264723,"FEMALE",172
4679273,"FEMALE",176
7763711,"FEMALE",156
2231306,"FEMALE",176
9773159,"MALE",173
3044519,"FEMALE",171
5832128,"FEMALE",173
8585664,"FEMALE",176
4144476,"FEMALE",164
9658465,"FEMALE",160
8228639,"FEMALE",171
6137363,"FEMALE",148
6317981,"MALE",181
1791231,"FEMALE",158
2334644,"MALE",176
7194388,"MALE",176
9313193,"MALE",174
1347156,"MALE",168
2705427,"MALE",177
2284628,"MALE",177
8112628,"MALE",185
2891091,"MALE",170
5457834,"FEMALE",152
9040986,"MALE",184
3470666,"MALE",170
9554780,"MALE",164
7438040,"MALE",168
4968362,"FEMALE",154
4487880,"FEMALE",182
2940473,"FEMALE",166
2226418,"FEMALE",155
5185237,"MALE",163
2992198,"FEMALE",161
8011321,"FEMALE",174
3373486,"FEMALE",173
5302986,"FEMALE",165
4304944,"MALE",186
7799461,"FEMALE",162
4114338,"MALE",170
8087719,"FEMALE",157
3645399,"FEMALE",160
9867823,"FEMALE",176
2298078,"MALE",193
9857151,"FEMALE",157
3036078,"FEMALE",194
7905661,"FEMALE",162
7195744,"FEMALE",165
2092009,"MALE",169
1386643,"MALE",169
6020200,"MALE",167
9022610,"MALE",182
9237896,"MALE",170
7744457,"FEMALE",170
4934117,"MALE",187
4556458,"FEMALE",158
4286893,"FEMALE",169
1913094,"MALE",160
7287463,"FEMALE",166
6623894,"FEMALE",167
6457595,"FEMALE",155
3727530,"MALE",169
5465311,"FEMALE",156
2307625,"MALE",182
9309047,"FEMALE",148
3980000,"MALE",167
4946839,"FEMALE",170
4480581,"FEMALE",166
2206312,"FEMALE",178
7939794,"FEMALE",154
2669157,"MALE",165
9982344,"FEMALE",159
5361121,"MALE",162
5444379,"MALE",169
2016819,"FEMALE",176
4729855,"FEMALE",161
4709215,"MALE",167
8589641,"MALE",174
6531295,"MALE",173
8575171,"FEMALE",144
1366785,"FEMALE",146
2302520,"FEMALE",158
9389110,"MALE",176
3476894,"FEMALE",163
8789343,"MALE",181
2980472,"FEMALE",170
6552203,"FEMALE",148
6365277,"FEMALE",173
7506920,"MALE",164
9711402,"MALE",177
6388461,"FEMALE",154
9359286,"FEMALE",150
7974379,"FEMALE",183
5253421,"FEMALE",172
5712100,"MALE",175
5041252,"FEMALE",157
7694831,"MALE",171
6605030,"FEMALE",151
6398529,"MALE",158
2114899,"MALE",162
9870943,"FEMALE",175
2539021,"FEMALE",163
7503410,"MALE",180
3354781,"MALE",173
1712261,"MALE",197
3446001,"MALE",165
2575336,"FEMALE",167
8708065,"FEMALE",189
7933849,"FEMALE",163
8389823,"MALE",162
2112326,"FEMALE",161
6918775,"FEMALE",187
5342619,"MALE",184
3946426,"FEMALE",173
5755740,"MALE",188
1391623,"FEMALE",171
6419492,"FEMALE",163
2135271,"MALE",181
6587165,"MALE",176
4422012,"MALE",181
8727631,"FEMALE",182
8992644,"FEMALE",167
9083546,"FEMALE",180
5624084,"MALE",182
3188436,"MALE",172
7396326,"FEMALE",178
6082306,"FEMALE",181
4344282,"FEMALE",195
9082535,"MALE",168
2383552,"MALE",173
6295476,"MALE",180
8296684,"FEMALE",172
4740718,"MALE",170
8221781,"MALE",156
7531299,"FEMALE",142
9214325,"FEMALE",155
2844076,"FEMALE",173
2961565,"FEMALE",168
9695823,"FEMALE",161
6790337,"FEMALE",186
4253134,"MALE",153
2207900,"FEMALE",157
4916463,"FEMALE",166
7038985,"FEMALE",147
7339591,"FEMALE",155
2473168,"MALE",164
7607342,"MALE",166
1708712,"MALE",179
3867642,"FEMALE",181
8006196,"FEMALE",169
2000256,"MALE",182
2111109,"FEMALE",150
5734849,"FEMALE",153
6559707,"MALE",166
9662490,"FEMALE",153
5788628,"FEMALE",155
2769077,"MALE",180
4320383,"MALE",176
7863378,"MALE",169
9931812,"FEMALE",152
5078216,"FEMALE",181
8210728,"MALE",174
8692976,"FEMALE",133
8135951,"MALE",180
7175914,"FEMALE",176
9304753,"MALE",181
6081871,"FEMALE",173
7792043,"MALE",197
3393830,"MALE",174
7210193,"FEMALE",178
2666264,"FEMALE",168
3199117,"MALE",149
8171016,"FEMALE",174
4956955,"MALE",168
1203354,"FEMALE",171
7719654,"MALE",183
9174244,"FEMALE",174
1550967,"FEMALE",149
9163335,"FEMALE",164
1024743,"FEMALE",170
7627361,"MALE",170
8831310,"MALE",163
7758186,"FEMALE",165
3686367,"MALE",175
1147080,"FEMALE",166
3132312,"MALE",182
7971050,"FEMALE",163
1992512,"MALE",170
8747139,"FEMALE",165
9865963,"FEMALE",167
5894703,"MALE",181
2993805,"FEMALE",154
2278498,"MALE",177
5182409,"MALE",171
3064866,"FEMALE",162
6829787,"MALE",176
4433300,"FEMALE",152
7767737,"MALE",168
5316315,"FEMALE",156
8027062,"FEMALE",168
3429719,"FEMALE",166
2739030,"MALE",172
3553238,"FEMALE",160
5472709,"MALE",175
8046904,"FEMALE",175
2006989,"FEMALE",150
3199037,"FEMALE",157
6791324,"FEMALE",161
4296974,"MALE",178
9039248,"FEMALE",171
6492418,"MALE",178
2141168,"FEMALE",171
4106889,"MALE",172
2329277,"MALE",173
3838462,"MALE",176
5027933,"MALE",179
5498739,"MALE",171
3364982,"FEMALE",170
8013539,"FEMALE",175
4529898,"FEMALE",160
6949843,"FEMALE",160
8633196,"MALE",173
6747624,"MALE",179
8726369,"FEMALE",159
3276601,"FEMALE",181
7647263,"FEMALE",157
4643520,"FEMALE",169
1208335,"MALE",176
1643461,"MALE",164
5757373,"FEMALE",161
8010244,"MALE",181
7448193,"FEMALE",162
6727569,"MALE",187
9825611,"MALE",182
2115237,"FEMALE",179
6160774,"MALE",181
6378108,"FEMALE",141
9767563,"FEMALE",151
2211924,"MALE",177
6674035,"MALE",179
8059717,"MALE",179
3520606,"FEMALE",150
4018061,"MALE",166
9995110,"MALE",187
4811851,"MALE",153
7401681,"MALE",159
2677202,"MALE",156
9355695,"MALE",167
1636930,"FEMALE",178
7245068,"MALE",158
9982598,"MALE",176
1685007,"MALE",172
8329443,"MALE",177
3385790,"MALE",168
4107976,"FEMALE",176
8198713,"MALE",170
8248519,"FEMALE",163
1671174,"FEMALE",158
8996932,"FEMALE",158
4661033,"FEMALE",161
4226022,"MALE",154
4351233,"FEMALE",161
5538061,"FEMALE",179
2703803,"FEMALE",161
1220729,"MALE",182
8121691,"MALE",183
8641739,"FEMALE",166
6200291,"MALE",174
1467844,"FEMALE",149
9569077,"FEMALE",159
9781929,"MALE",173
9692045,"MALE",180
3375784,"FEMALE",164
6267008,"MALE",169
2678331,"MALE",165
2363795,"FEMALE",162
1159418,"FEMALE",171
8150648,"FEMALE",163
6833076,"MALE",178
7682549,"FEMALE",161
1560005,"MALE",196
3609420,"MALE",169
3414302,"MALE",191
7014264,"FEMALE",175
2441194,"FEMALE",157
2727863,"FEMALE",148
7412165,"MALE",164
7254679,"MALE",155
5455850,"MALE",180
3245879,"MALE",186
8580883,"FEMALE",150
3630291,"FEMALE",166
8258778,"MALE",175
7256536,"MALE",167
3776832,"MALE",187
1036237,"MALE",166
7813619,"FEMALE",156
2260783,"FEMALE",167
4028721,"FEMALE",167
3660403,"FEMALE",157
7933930,"MALE",179
7845341,"MALE",177
2777802,"MALE",174
5326175,"MALE",178
4299896,"MALE",156
3187493,"FEMALE",175
1942764,"FEMALE",173
6681342,"MALE",176
2983769,"FEMALE",195
2403394,"FEMALE",162
6393456,"MALE",157
8178322,"MALE",175
9839801,"MALE",178
5892984,"MALE",169
5664799,"MALE",177
7325516,"MALE",172
1892308,"FEMALE",180
3414966,"MALE",174
1017159,"FEMALE",153
1386574,"MALE",165
3127768,"FEMALE",172
8697088,"MALE",171
8567358,"MALE",188
3439173,"MALE",174
8898152,"FEMALE",171
8110494,"FEMALE",158
7426087,"FEMALE",185
1827261,"FEMALE",171
9165780,"MALE",174
8305254,"MALE",170
7422260,"FEMALE",169
4387218,"MALE",163
7131262,"MALE",172
9969128,"FEMALE",155
8605685,"FEMALE",155
5613130,"MALE",164
8268662,"MALE",172
4438678,"MALE",168
7096286,"FEMALE",164
9858310,"FEMALE",172
3096037,"MALE",184
5341837,"FEMALE",158
1189800,"MALE",171
8704933,"MALE",184
8506494,"FEMALE",163
5079161,"MALE",174
3060547,"MALE",187
6538260,"FEMALE",165
6049667,"MALE",178
9888045,"FEMALE",139
2879940,"MALE",167
8652600,"FEMALE",176
7365121,"MALE",176
4117383,"FEMALE",161
9992637,"MALE",164
3851802,"FEMALE",155
3309840,"FEMALE",170
1527639,"FEMALE",176
7999216,"FEMALE",155
7130835,"MALE",184
8656780,"FEMALE",176
7227507,"FEMALE",160
4766186,"MALE",171
6638291,"MALE",188
3260170,"MALE",186
9211252,"MALE",172
5537533,"MALE",173
3297395,"MALE",181
7767639,"MALE",162
3334910,"FEMALE",162
3565726,"FEMALE",148
4022185,"FEMALE",164
2009866,"MALE",158
4992800,"FEMALE",166
7188461,"MALE",162
2195409,"MALE",174
4956865,"FEMALE",164
5426636,"MALE",191
2485981,"FEMALE",167
6803380,"MALE",188
6580094,"FEMALE",176
2730787,"FEMALE",171
6079480,"MALE",174
9969686,"FEMALE",163
3080328,"FEMALE",173
7714910,"FEMALE",161
7474474,"FEMALE",173
9658200,"FEMALE",162
4508403,"MALE",177
6969747,"MALE",189
6384227,"MALE",175
1662741,"MALE",189
3446121,"FEMALE",154
8489064,"FEMALE",147
2071068,"MALE",178
9015757,"MALE",150
8727869,"FEMALE",169
3067978,"MALE",196
6541672,"MALE",197
7273728,"MALE",175
5941067,"FEMALE",165
3930266,"FEMALE",163
7922079,"MALE",162
7812510,"MALE",177
9952065,"FEMALE",167
5909031,"FEMALE",164
9357686,"MALE",187
1687902,"MALE",165
4059839,"MALE",170
3563139,"FEMALE",155
3393442,"MALE",177
9069585,"MALE",159
8104777,"FEMALE",161
3061081,"MALE",172
7278286,"MALE",173
8821458,"FEMALE",159
1143200,"FEMALE",144
8317590,"FEMALE",171
5986956,"FEMALE",152
3962773,"FEMALE",190
3089655,"FEMALE",152
4324302,"FEMALE",163
9027504,"MALE",166
9791271,"MALE",179
6436343,"MALE",184
1538445,"FEMALE",173
5246954,"MALE",157
7443478,"MALE",179
8530449,"MALE",163
3770827,"FEMALE",166
3366384,"FEMALE",157
3252380,"MALE",168
1460616,"MALE",177
1194811,"FEMALE",177
7874534,"MALE",182
8410932,"MALE",181
1591269,"FEMALE",169
7580248,"MALE",164
8645286,"FEMALE",172
6850243,"FEMALE",186
6758816,"FEMALE",185
1782830,"MALE",159
3294666,"FEMALE",182
5898413,"FEMALE",155
1908251,"MALE",186
